Job name,Duration (seconds),Time of execution,Result
Admin.Api.AcceptanceTests,29,2017-06-07T07:02:41Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-06-06T07:02:45Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-06-05T07:02:46Z,SUCCESS
Admin.Api.AcceptanceTests,25,2017-06-02T07:02:40Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-06-01T11:56:22Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-06-01T07:02:44Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-29T07:02:46Z,SUCCESS
Admin.Api.AcceptanceTests,30,2017-05-26T12:58:19Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-26T12:38:44Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-26T07:03:43Z,SUCCESS
Admin.Api.AcceptanceTests,31,2017-05-25T10:37:50Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-25T10:11:05Z,SUCCESS
Admin.Api.AcceptanceTests,31,2017-05-25T08:42:59Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-25T07:02:43Z,SUCCESS
Admin.Api.AcceptanceTests,30,2017-05-24T11:04:22Z,SUCCESS
Admin.Api.AcceptanceTests,25,2017-05-23T07:02:44Z,SUCCESS
Admin.Api.AcceptanceTests,25,2017-05-22T07:02:43Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-05-19T07:02:41Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-18T07:02:45Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-17T07:02:43Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-16T13:43:27Z,SUCCESS
Admin.Api.AcceptanceTests,31,2017-05-15T07:02:59Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-05-12T07:02:58Z,SUCCESS
Admin.Api.AcceptanceTests,32,2017-05-11T14:30:46Z,SUCCESS
Admin.Api.AcceptanceTests,32,2017-05-11T14:28:56Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-11T08:35:50Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-11T07:02:56Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-10T15:00:46Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-10T14:50:36Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-05-10T14:50:06Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-10T14:07:16Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-10T13:27:11Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-10T07:02:53Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T15:19:11Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-09T10:41:59Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T10:36:04Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T10:26:54Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T10:21:29Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T10:11:19Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T09:46:47Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T09:25:32Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-09T09:13:27Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T07:52:37Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-09T07:02:52Z,SUCCESS
Admin.Api.AcceptanceTests,30,2017-05-08T15:22:10Z,SUCCESS
Admin.Api.AcceptanceTests,31,2017-05-08T12:30:39Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-08T12:11:14Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-08T12:10:39Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-08T11:13:34Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-08T11:08:59Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-08T11:01:14Z,SUCCESS
Admin.Api.AcceptanceTests,33,2017-05-08T10:26:43Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-05-08T09:32:48Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-08T07:55:17Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-08T07:40:32Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-08T07:02:57Z,SUCCESS
Admin.Api.AcceptanceTests,28,2017-05-05T15:37:56Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-05T13:03:59Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-05T12:05:39Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-05T08:34:04Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-05-05T07:02:54Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-04T15:15:51Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-04T14:09:55Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-05-04T11:43:39Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-04T11:12:55Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-04T11:09:02Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-04T08:34:57Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-04T08:33:07Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-05-04T07:02:52Z,SUCCESS
Admin.Api.AcceptanceTests,25,2017-05-03T16:13:05Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-05-03T14:34:04Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-03T13:32:09Z,SUCCESS
Admin.Api.AcceptanceTests,27,2017-05-02T07:02:54Z,SUCCESS
Admin.Api.AcceptanceTests,29,2017-05-01T07:02:54Z,SUCCESS
Admin.Api.AcceptanceTests,30,2017-04-28T10:29:22Z,SUCCESS
Admin.Api.AcceptanceTests,26,2017-04-28T08:11:09Z,SUCCESS
Admin.Api.AcceptanceTests,16,2017-04-28T07:02:54Z,SUCCESS
Admin.Api.AcceptanceTests,17,2017-04-27T14:36:23Z,SUCCESS
Admin.Api.AcceptanceTests,17,2017-04-27T13:16:42Z,SUCCESS
Admin.Api.AcceptanceTests,18,2017-04-27T09:58:11Z,SUCCESS
Admin.Api.AcceptanceTests,17,2017-04-27T07:44:50Z,SUCCESS
Admin.Api.AcceptanceTests,19,2017-04-27T07:02:54Z,SUCCESS
Admin.Api.AcceptanceTests,20,2017-04-26T13:49:00Z,SUCCESS
Admin.Api.AcceptanceTests,16,2017-04-25T12:58:16Z,SUCCESS
Admin.Api.AcceptanceTests,19,2017-04-25T12:29:16Z,SUCCESS
Admin.Api.AcceptanceTests,19,2017-04-25T08:23:00Z,SUCCESS
Admin.Api.AcceptanceTests,19,2017-04-25T07:42:55Z,SUCCESS
Admin.Api.AcceptanceTests,18,2017-04-24T07:42:52Z,SUCCESS
AMS.AcceptanceTests.Web,231,2017-06-06T10:56:23Z,SUCCESS
AMS.AcceptanceTests.Web,231,2017-06-05T13:16:52Z,SUCCESS
AMS.AcceptanceTests.Web,231,2017-06-05T12:38:58Z,SUCCESS
AMS.AcceptanceTests.Web,236,2017-06-02T13:33:19Z,SUCCESS
AMS.AcceptanceTests.Web,230,2017-06-02T09:40:13Z,SUCCESS
AMS.AcceptanceTests.Web,229,2017-06-01T07:08:14Z,SUCCESS
AMS.AcceptanceTests.Web,230,2017-05-31T14:37:42Z,SUCCESS
AMS.AcceptanceTests.Web,230,2017-05-31T14:18:22Z,SUCCESS
AMS.AcceptanceTests.Web,242,2017-05-31T14:07:22Z,SUCCESS
AMS.AcceptanceTests.Web,231,2017-05-31T13:22:37Z,SUCCESS
AMS.AcceptanceTests.Web,234,2017-05-31T10:19:46Z,SUCCESS
AMS.AcceptanceTests.Web,232,2017-05-30T14:11:29Z,SUCCESS
AMS.AcceptanceTests.Web,231,2017-05-30T09:27:13Z,SUCCESS
