Job name,Duration (seconds),Time of execution,Result
AMS.AcceptanceTests.Web,235,2017-02-28T14:01:09Z,SUCCESS
AMS.AcceptanceTests.Web,236,2017-02-28T11:28:18Z,SUCCESS
AMS.AcceptanceTests.Web,235,2017-02-28T10:56:08Z,SUCCESS
AMS.AcceptanceTests.Web,236,2017-02-28T10:26:43Z,SUCCESS
AMS.AcceptanceTests.Web,253,2017-02-28T08:54:13Z,SUCCESS
AMS.AcceptanceTests.Web,235,2017-02-27T15:38:10Z,SUCCESS
AMS.AcceptanceTests.Web,234,2017-02-27T10:29:42Z,SUCCESS
AMS.AcceptanceTests.Web,237,2017-02-24T13:19:27Z,SUCCESS
AMS.AcceptanceTests.Web,252,2017-02-24T13:10:47Z,SUCCESS
AMS.AcceptanceTests.Web,238,2017-02-24T10:02:40Z,SUCCESS
AMS.AcceptanceTests.Web,236,2017-02-23T13:47:40Z,SUCCESS
AMS.AcceptanceTests.Web,247,2017-02-23T11:55:39Z,SUCCESS
AMS.AcceptanceTests.Web,239,2017-02-23T11:25:54Z,SUCCESS
AMS.AcceptanceTests.Web,234,2017-02-22T10:50:35Z,SUCCESS
AMS.AcceptanceTests.Web,236,2017-02-22T10:41:32Z,SUCCESS
AMS.AcceptanceTests.Web,263,2017-02-22T10:33:38Z,SUCCESS
AMS.AcceptanceTests.Web,240,2017-02-21T16:29:26Z,SUCCESS
AMS.AcceptanceTests.Web,255,2017-02-21T16:09:51Z,SUCCESS
AMS.AcceptanceTests.Web,238,2017-02-20T16:14:56Z,SUCCESS
AMS.AcceptanceTests.Web,236,2017-02-20T15:10:14Z,SUCCESS
AMS.AcceptanceTests.Web,242,2017-02-20T14:43:09Z,SUCCESS
AMS.AcceptanceTests.Web,260,2017-02-20T13:57:49Z,SUCCESS
AMS.AcceptanceTests.Web,254,2017-02-20T10:24:44Z,SUCCESS
AMS.AcceptanceTests.Web,255,2017-02-16T17:00:56Z,SUCCESS
AMS.AcceptanceTests.Web,238,2017-02-16T14:09:26Z,SUCCESS
AMS.AcceptanceTests.Web,237,2017-02-15T09:22:03Z,SUCCESS
AMS.AcceptanceTests.Web,234,2017-02-15T09:01:02Z,SUCCESS
