Job name,Duration (seconds),Time of execution,Result
Admin.Api.AcceptanceTests,38,2017-12-07T08:04:08Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-12-06T08:04:08Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-12-05T15:37:03Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-12-05T14:23:18Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-12-05T09:56:10Z,SUCCESS
Admin.Api.AcceptanceTests,41,2017-12-05T08:04:04Z,SUCCESS
Admin.Api.AcceptanceTests,41,2017-12-04T08:04:10Z,SUCCESS
Admin.Api.AcceptanceTests,41,2017-12-01T12:25:45Z,SUCCESS
Admin.Api.AcceptanceTests,41,2017-11-30T08:03:08Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-29T08:03:09Z,SUCCESS
Admin.Api.AcceptanceTests,39,2017-11-28T17:06:48Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-28T08:03:09Z,SUCCESS
Admin.Api.AcceptanceTests,39,2017-11-27T08:03:11Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-24T08:03:08Z,SUCCESS
Admin.Api.AcceptanceTests,39,2017-11-23T08:03:09Z,SUCCESS
Admin.Api.AcceptanceTests,35,2017-11-22T08:03:05Z,SUCCESS
Admin.Api.AcceptanceTests,39,2017-11-21T15:18:00Z,SUCCESS
Admin.Api.AcceptanceTests,40,2017-11-21T12:12:03Z,SUCCESS
Admin.Api.AcceptanceTests,41,2017-11-21T12:06:28Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-21T08:03:05Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-20T08:03:06Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-11-17T08:03:06Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-16T18:52:12Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-11-16T18:10:47Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-11-16T14:09:06Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-16T08:04:08Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-11-15T12:44:44Z,SUCCESS
Admin.Api.AcceptanceTests,39,2017-11-15T08:03:12Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-11-14T08:03:05Z,SUCCESS
Admin.Api.AcceptanceTests,35,2017-11-13T15:44:26Z,SUCCESS
Admin.Api.AcceptanceTests,35,2017-11-13T14:50:27Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-13T14:46:26Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-13T08:03:08Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-10T08:03:07Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-09T08:03:09Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-08T15:13:00Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-11-08T15:05:05Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-08T13:57:39Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-11-08T13:11:24Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-08T08:03:06Z,SUCCESS
Admin.Api.AcceptanceTests,34,2017-11-07T08:03:08Z,SUCCESS
Admin.Api.AcceptanceTests,35,2017-11-06T16:13:31Z,SUCCESS
Admin.Api.AcceptanceTests,34,2017-11-06T12:55:31Z,SUCCESS
Admin.Api.AcceptanceTests,34,2017-11-06T12:08:51Z,SUCCESS
Admin.Api.AcceptanceTests,34,2017-11-06T12:02:26Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-11-06T11:59:56Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-06T11:59:06Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-06T11:47:05Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-06T08:03:10Z,SUCCESS
Admin.Api.AcceptanceTests,39,2017-11-03T08:03:08Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-11-02T08:03:07Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-11-01T09:56:29Z,SUCCESS
Admin.Api.AcceptanceTests,39,2017-11-01T08:03:08Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-31T12:16:44Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-31T11:20:44Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-31T10:33:44Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-31T10:31:13Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-26T08:51:12Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-26T07:03:06Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-25T14:38:28Z,SUCCESS
Admin.Api.AcceptanceTests,35,2017-10-25T12:48:52Z,SUCCESS
Admin.Api.AcceptanceTests,35,2017-10-25T10:59:52Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-10-25T08:30:37Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-25T08:20:42Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-24T14:36:31Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-24T14:01:35Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-24T13:17:25Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-24T12:41:28Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-24T12:35:18Z,SUCCESS
Admin.Api.AcceptanceTests,35,2017-10-24T10:37:08Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-24T08:02:52Z,SUCCESS
Admin.Api.AcceptanceTests,35,2017-10-24T07:50:42Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-18T07:03:11Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-17T07:03:08Z,SUCCESS
Admin.Api.AcceptanceTests,38,2017-10-16T14:42:30Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-16T14:32:45Z,SUCCESS
Admin.Api.AcceptanceTests,40,2017-10-16T14:04:50Z,SUCCESS
Admin.Api.AcceptanceTests,43,2017-10-16T07:03:12Z,SUCCESS
Admin.Api.AcceptanceTests,41,2017-10-13T11:55:25Z,SUCCESS
Admin.Api.AcceptanceTests,41,2017-10-13T09:24:30Z,SUCCESS
Admin.Api.AcceptanceTests,37,2017-10-13T09:03:24Z,SUCCESS
Admin.Api.AcceptanceTests,40,2017-10-13T09:00:14Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-12T09:44:03Z,SUCCESS
Admin.Api.AcceptanceTests,36,2017-10-12T09:31:51Z,SUCCESS
Admin.Api.AcceptanceTests,39,2017-10-12T09:03:41Z,SUCCESS
AMS.AcceptanceTests.Web,280,2017-09-15T15:38:34Z,SUCCESS
AMS.AcceptanceTests.Web,281,2017-09-15T15:00:28Z,SUCCESS
AMS.AcceptanceTests.Web,272,2017-09-15T11:48:30Z,SUCCESS
AMS.AcceptanceTests.Web,273,2017-09-15T10:36:24Z,SUCCESS
AMS.AcceptanceTests.Web,288,2017-09-15T08:55:21Z,SUCCESS
AMS.AcceptanceTests.Web,273,2017-09-13T16:19:28Z,SUCCESS
AMS.AcceptanceTests.Web,274,2017-09-13T13:38:58Z,SUCCESS
AMS.AcceptanceTests.Web,272,2017-09-13T09:35:41Z,SUCCESS
AMS.AcceptanceTests.Web,274,2017-09-13T08:24:21Z,SUCCESS
AMS.AcceptanceTests.Web,268,2017-09-12T13:34:27Z,SUCCESS
AMS.AcceptanceTests.Web,273,2017-09-12T12:41:52Z,SUCCESS
AMS.AcceptanceTests.Web,276,2017-09-12T11:42:17Z,SUCCESS
AMS.AcceptanceTests.Web,273,2017-09-12T11:11:12Z,SUCCESS
AMS.AcceptanceTests.Web,275,2017-09-12T10:47:02Z,SUCCESS
AMS.AcceptanceTests.Web,273,2017-09-12T09:37:37Z,SUCCESS
AMS.AcceptanceTests.Web,274,2017-09-12T09:03:17Z,SUCCESS
AMS.AcceptanceTests.Web,285,2017-09-12T07:39:16Z,SUCCESS
